;storm_code;shear_kt;sst_c;rh_pct;heat_content;storm_bearing_deg;storm_motion_kt;lat_hurdat2;lon_hurdat2;lat_s;lon_s
676;AL132018;9;29.5;50;15;0;4;27.8;-62.4;27.8;-62.3
677;AL132018;3;29.5;49;18;345;4;28.3;-62.5;28.3;-62.5
678;AL132018;3;29.3;47;24;355;6;29;-62.5;29;-62.5
679;AL132018;4;29.2;48;26;355;7;29.7;-62.6;29.7;-62.6
680;AL132018;4;29;48;26;0;8;30.5;-62.6;30.5;-62.6
681;AL132018;4;28.9;48;25;0;9;31.5;-62.5;31.5;-62.5
682;AL132018;4;28.8;47;29;10;11;32.6;-62.3;32.7;-62.3
683;AL132018;6;28.6;46;23;15;12;33.8;-62;33.8;-62
684;AL132018;10;28.2;50;9;15;13;35.1;-61.6;35.1;-61.6
685;AL132018;12;27.3;51;16;20;15;36.4;-60.8;36.4;-60.8
686;AL132018;11;26.5;43;0;20;22;38.5;-59.8;38.5;-59.8
687;AL132018;22;24;42;0;20;28;41.1;-58.6;41.1;-58.5
688;AL132018;45;19.5;41;0;20;33;44;-57.3;44;-57.3
689;AL132018;57;15.9;46;0;20;33;47.7;-54.9;47.7;-55.1
690;AL142018;13;27.4;50;23;305;4;25.5;-42.1;25.5;-42.1
691;AL142018;15;27.5;52;24;305;4;25.8;-42.5;25.8;-42.5
692;AL142018;19;27.7;50;25;310;5;26.2;-43;26.2;-43.1
693;AL142018;20;27.8;47;25;315;6;26.7;-43.5;26.8;-43.5
694;AL142018;17;27.9;49;24;340;6;27.1;-43.7;27.3;-43.6
695;AL142018;20;28;47;22;330;2;27.4;-43.8;27.4;-43.7
696;AL142018;17;28.1;49;22;340;4;27.8;-43.8;27.8;-43.9
697;AL142018;18;28.1;46;21;0;3;28.2;-43.5;28.2;-43.6
698;AL142018;13;28.1;43;18;30;5;28.6;-43.1;28.6;-42.9
699;AL142018;11;28.2;43;14;50;7;29;-42.6;29.1;-42.4
700;AL142018;11;28.2;42;14;50;6;29.4;-42;29.4;-42
701;AL142018;15;28.2;42;11;45;6;29.9;-41.4;29.9;-41.4
702;AL142018;8;28.1;40;10;40;6;30.3;-41;30.4;-41.1
703;AL142018;1;28.1;37;10;35;4;30.6;-40.8;30.6;-40.8
704;AL142018;7;28;42;6;0;3;30.9;-40.8;30.9;-40.8
705;AL142018;9;28;41;1;340;3;31.1;-41;31.1;-41
706;AL142018;1;28;42;2;315;3;31.3;-41.2;31.3;-41.2
707;AL142018;3;27.9;44;5;310;4;31.6;-41.5;31.6;-41.6
708;AL142018;8;27.8;46;3;330;4;32;-41.7;32;-41.8
709;AL142018;7;27.7;41;2;325;4;32.4;-41.9;32.3;-42
710;AL142018;6;27.5;42;2;335;5;32.9;-42.1;32.9;-42.2
711;AL142018;3;27.4;40;2;340;5;33.3;-42.3;33.3;-42.3
712;AL142018;3;27.3;38;2;320;5;33.6;-42.6;33.7;-42.7
713;AL142018;3;27.3;37;2;275;4;33.7;-42.9;33.7;-42.9
714;AL142018;8;27.4;33;2;270;4;33.7;-43.5;33.7;-43.5
715;AL142018;11;27.5;30;2;270;4;33.6;-44.1;33.6;-44.1
716;AL142018;16;27.6;30;4;255;6;33.4;-44.9;33.4;-44.8
717;AL142018;14;27.3;29;10;270;7;33.6;-45.8;33.5;-45.9
718;AL142018;25;27.1;29;4;290;9;33.9;-46.9;34;-47.1
719;AL142018;30;26.8;29;1;300;9;34.8;-47.8;34.8;-47.8
720;AL142018;30;26.5;31;0;350;14;36.4;-47.8;36.2;-48
721;AL142018;31;26.2;35;0;0;14;38.2;-47.6;38.2;-47.5
722;AL142018;20;25.3;32;0;10;18;40.2;-46.6;40.2;-46.6
723;AL152018;10;27.4;67;17;280;18;15.5;-38;15.4;-37.4
724;AL152018;1;28;64;26;280;9;16.4;-42.8;16;-42.6
725;AL152018;2;27.9;62;31;310;9;16.9;-43.7;17.1;-43.3
726;AL152018;3;28;63;39;290;10;17.5;-44.8;17.5;-44.6
727;AL152018;5;28.1;64;37;295;15;18.1;-45.9;18.3;-46
728;AL152018;8;28.2;62;38;300;13;18.8;-47.1;18.7;-47
729;AL152018;8;28.4;62;38;300;14;19.5;-48.3;19.6;-48.2
730;AL152018;11;28.6;63;36;300;14;20.2;-49.5;20.2;-49.5
731;AL152018;13;28.7;63;38;305;14;21;-50.6;21;-50.6
732;AL152018;17;28.8;60;36;315;14;22;-51.7;22;-51.7
733;AL152018;17;28.9;59;35;325;14;23.2;-52.6;23.3;-52.6
734;AL152018;15;28.9;59;39;325;13;24.4;-53.4;24.4;-53.4
735;AL152018;18;29;58;34;335;13;25.6;-54;25.7;-53.9
736;AL152018;25;29;63;30;0;14;27;-54;27.3;-53.6
737;AL152018;29;28.9;60;31;5;13;28.3;-53.7;28.3;-53.8
738;AL152018;25;28.5;57;17;15;13;29.6;-53.3;29.6;-53.2
739;AL152018;28;28.2;56;13;35;13;30.5;-52.2;30.4;-52
740;AL152018;27;28;51;8;65;14;30.8;-50.7;30.8;-50.6
741;AL152018;33;27.9;42;7;85;14;30.8;-49.1;30.9;-49.1
742;AL152018;31;28;44;8;95;14;30.7;-47.5;30.7;-47.5
743;AL152018;29;27.9;41;13;95;15;30.6;-45.4;30.6;-45.6
744;AL152018;28;27.5;38;11;90;22;30.6;-43;30.5;-42.8
745;AL152018;28;27.1;43;0;85;22;30.8;-40.6;30.7;-40.2
746;AL152018;20;27;39;1;85;18;31.1;-38.8;31.1;-38.8
747;AL152018;26;26.9;41;1;70;15;31.7;-37.1;31.7;-37.1
748;AL152018;29;26.8;40;0;65;14;32.5;-35.9;32.5;-35.9
749;AL152018;23;26.4;35;0;55;11;33.1;-35.1;33.2;-34.9
750;AL152018;18;26.2;36;0;45;8;33.5;-34.5;33.6;-34.5
751;AL152018;26;26;35;0;50;7;33.9;-33.9;34;-33.8
752;AL152018;26;25.8;34;0;50;6;34.3;-33.3;34.3;-33.3
753;AL152018;23;25.5;32;0;35;7;34.9;-32.7;34.9;-32.7
754;AL152018;26;25.2;35;0;35;7;35.5;-32.3;35.5;-32.2
755;AL152018;30;24.8;36;0;25;7;36.1;-32;36.2;-32.1
756;AL152018;26;24.4;40;0;20;7;36.7;-32;37;-31.7
757;AL152018;31;24.4;38;0;0;0;37.1;-32;37.1;-32.1
758;AL152018;29;24.3;37;0;50;3;37.2;-31.6;37.3;-31.7
759;AL152018;28;24.2;37;0;90;3;36.9;-30.9;37;-31
760;AL152018;24;24.1;37;0;120;9;36.5;-30;36.4;-29.8
761;AL152018;24;23.8;36;0;105;10;36.2;-29;36.3;-28.6
762;AL152018;20;24;35;0;115;8;35.9;-28.2;35.8;-28.2
763;AL152018;10;24.2;31;0;120;7;35.4;-27.4;35.3;-27.4
764;AL152018;4;24.5;32;0;190;6;34.6;-27.3;34.7;-27.5
765;AL152018;3;25.1;28;0;160;8;33.6;-27.2;33.5;-27.2
766;AL152018;5;25.6;29;0;165;11;32.5;-26.9;32.5;-26.8
767;AL152018;5;25.8;29;0;165;10;31.8;-26.7;31.8;-26.7
768;AL152018;5;26.1;26;0;165;9;31;-26.4;30.8;-26.5
769;AL152018;18;26.1;28;0;120;4;30.4;-25.9;30.4;-25.7
770;AL152018;23;26.1;26;0;270;3;30.4;-25.6;30.6;-25.9
771;AL152018;23;26;30;0;80;2;30.6;-25.4;30.5;-25.4
772;AL152018;26;26;27;0;320;4;30.9;-25.8;30.9;-25.8
773;AL152018;20;26;30;0;290;3;31.1;-26.2;31;-26.1
774;AL152018;22;26;30;0;295;5;31.3;-26.7;31.3;-26.6
775;AL152018;26;25.1;31;0;295;6;31.5;-27.4;31.6;-27.5
776;AL152018;31;25;29;0;290;7;31.8;-28.1;31.7;-28.3
777;AL152018;24;24.8;33;0;290;6;32.1;-28.8;32.2;-28.7
778;AL152018;18;24.8;35;0;270;6;32.1;-29.5;32.2;-29.4
779;AL152018;12;24.9;32;0;255;6;32;-29.9;31.9;-29.9
780;AL152018;7;24.8;35;0;260;4;31.7;-30.1;31.9;-30.3
781;AL152018;7;25.1;33;0;210;4;31.4;-30.3;31.4;-30.3
782;AL152018;7;25.2;34;0;200;3;31.1;-30.4;31.1;-30.4
783;AL152018;4;25.3;36;0;180;3;30.7;-30.5;30.8;-30.3
784;AL152018;7;25.5;28;0;200;4;30.2;-30.7;30.4;-30.6
785;AL152018;12;25.9;26;0;205;5;29.6;-31;29.7;-31.1
786;AL152018;16;26.1;25;0;205;6;29.1;-31.4;29.1;-31.3
787;AL152018;16;26.3;24;0;240;7;28.7;-31.9;28.8;-32.1
788;AL152018;21;26.3;19;0;255;6;28.5;-32.5;28.7;-32.5
789;AL152018;22;26.4;18;0;255;6;28.5;-33.2;28.6;-33.1
790;AL152018;18;26.3;22;0;290;6;28.7;-33.9;28.8;-33.9
791;AL152018;15;26.1;22;0;305;7;29.2;-34.4;29.3;-34.4
792;AL152018;18;25.8;25;0;320;7;29.7;-34.8;29.8;-34.8
793;AL152018;15;25.4;28;0;325;7;30.5;-35.3;30.6;-35.3
794;AL152018;18;25;33;0;335;9;31.4;-35.7;31.4;-35.7
795;AL152018;18;24.7;38;0;345;11;32.6;-36.1;32.7;-36
796;AL152018;20;24.7;36;0;345;13;33.8;-36.6;33.9;-36.5
797;AL152018;18;24.9;37;0;341;13;35;-37.1;35.2;-37.3
798;AL152018;19;24.7;42;0;345;11;36;-37.6;36.2;-37.6
799;AL152018;17;24.6;46;0;335;11;36.8;-38.3;36.9;-38.3
800;AL152018;7;24.5;44;0;310;8;37.2;-38.9;37.3;-39
801;AL152018;4;24.7;41;0;240;6;36.9;-39.4;36.9;-39.4
802;AL152018;9;24.8;40;0;180;5;36.4;-39.4;36.4;-39.3
803;AL152018;18;23.8;39;0;170;4;35.9;-39.4;36;-39.3
804;AL152018;18;23.9;37;0;180;4;35.4;-39.4;35.6;-39.4
805;AL152018;21;24;36;0;160;6;34.8;-39.1;34.8;-39.1
806;AL152018;22;24;37;0;120;6;34.5;-38.5;34.5;-38.5
807;AL152018;17;24;36;0;120;6;34.3;-37.9;34.3;-37.9
808;AL152018;20;23.8;32;0;90;6;34.3;-37.1;34.4;-37.1
809;AL152018;29;23.6;34;0;90;8;34.4;-36.2;34.4;-36.1
810;AL152018;32;23.2;40;0;80;8;34.6;-35.3;34.6;-35.3
811;AL152018;25;22.8;46;0;80;9;34.9;-34;34.9;-34
812;AL152018;26;22.3;49;0;70;13;35.4;-32.5;35.4;-32.5
813;AL152018;25;21.7;56;0;40;17;36.3;-30.9;36.5;-31
814;AL152018;23;21.2;64;0;45;18;37.6;-29.1;37.6;-29.1
815;AL162018;13;27.9;62;41;325;13;18.2;-41.8;18.2;-41.8
816;AL162018;13;27.9;61;36;330;12;18.9;-42.1;18.9;-42.1
817;AL162018;15;27.9;60;35;340;8;19.5;-42.2;19.6;-42.4
818;AL162018;21;28;58;30;15;7;20.2;-42;20.2;-42
819;AL162018;25;28;52;32;35;9;21;-41.5;21;-41.4
820;AL162018;20;27.9;53;24;40;9;21.8;-40.6;21.7;-40.7
821;AL162018;26;27.8;56;23;50;12;22.7;-39.4;22.6;-39.5
822;AL162018;25;27.7;57;26;50;14;23.5;-37.8;23.5;-37.8
823;AL162012;21;29.4;39;37;160;1;25.5;-72.2;25.5;-72.6
824;AL162012;21;29.3;40;35;90;1;25.6;-72.3;25.8;-72.3
825;AL162012;28;29.3;41;31;0;1;25.5;-72.4;26;-72.5
826;AL162012;25;29.4;41;40;205;3;25.4;-72.3;25.2;-72.6
