;storm_code;shear_kt;sst_c;rh_pct;heat_content;storm_bearing_deg;storm_motion_kt;lat_hurdat2;lon_hurdat2;lat_s;lon_s
3710;AL302020;57;24.6;38;0;80;13;29;-36.7;29.3;-36.7
3711;AL302020;61;24.6;39;0;75;11;29.2;-35.8;29.4;-35.8
3712;AL302020;58;24.6;39;0;80;7;29.4;-34.9;29.4;-35.1
3713;AL302020;51;24.4;40;0;80;9;29.6;-33.8;29.6;-33.8
3714;AL302020;45;23.9;39;0;70;10;30.3;-32.5;30.3;-32.4
3715;AL302020;48;23.8;39;0;50;11;31.1;-31.9;31;-31.9
3716;AL302020;39;23.4;38;0;50;9;31.5;-30.8;31.6;-30.8
3717;AL302020;30;22.8;39;0;65;9;31.5;-29.4;31.5;-29.4
3718;AL302020;33;22.7;37;0;75;11;31.7;-28;31.7;-28
3719;AL302020;34;22.7;38;0;90;12;31.9;-26.7;31.7;-26.5
3720;AL302020;27;22.4;37;0;80;11;31.9;-25.4;31.9;-25.4
3721;AL302020;21;22.7;38;0;90;10;31.9;-24.2;31.8;-24.4
3722;AL302020;21;22.5;39;0;90;10;32;-23.1;31.9;-23.1
3723;AL302020;23;22.3;40;0;90;9;32;-22.1;32;-22.1
3724;AL302020;35;22.2;44;0;90;8;31.9;-21.2;32;-21.2
3725;AL302020;37;22.3;45;0;95;7;31.8;-20.4;31.8;-20.6
3726;AL302020;41;22.1;47;0;95;7;31.7;-19.6;31.7;-19.5
3727;AL302020;44;22.1;46;0;95;7;31.7;-18.9;31.7;-18.9
3728;AL302020;47;22.2;46;0;90;4;31.6;-18.5;31.7;-18.4
3729;AL302020;48;22.1;45;0;105;4;31.4;-18.3;31.4;-18.3
3730;AL312020;10;29.2;66;60;245;7;14.4;-73.7;14.3;-74
3731;AL312020;9;29.4;67;57;235;6;14;-74.1;13.9;-74.2
3732;AL312020;13;29.5;69;56;200;3;13.6;-74.5;13.7;-74.1
3733;AL312020;13;29.6;68;53;225;3;13.3;-75;13.6;-74.5
3734;AL312020;8;29.2;69;44;240;7;12.9;-75.7;12.9;-75.8
3735;AL312020;10;29.1;70;43;240;8;12.5;-76.4;12.5;-76.4
3736;AL312020;11;29;71;44;270;4;12.6;-76.7;12.6;-76.7
3737;AL312020;6;28.9;70;47;275;4;13;-77.1;13;-77
3738;AL312020;5;28.9;67;50;285;8;13.1;-78;13.3;-78.1
3739;AL312020;3;29;70;50;275;8;13.2;-78.9;13.2;-78.9
3740;AL312020;2;29;69;46;270;9;13.2;-79.8;13.2;-79.8
3741;AL312020;6;28.9;71;35;280;9;13.4;-80.7;13.5;-80.7
3742;AL312020;9;28.7;73;25;275;9;13.5;-81.5;13.5;-81.6
3743;AL312020;10;28.6;73;22;275;8;13.5;-82.3;13.5;-82.3
3744;AL312020;9;28.7;74;27;275;8;13.6;-83;13.6;-83.1
3745;AL312020;12;29.1;75;30;275;8;13.7;-83.8;13.7;-83.9
3746;AL312020;11;29.2;76;6;270;8;13.7;-84.7;13.7;-84.8
3747;AL312020;12;28.8;77;10;270;9;13.7;-85.7;13.7;-85.7
3748;AL312020;13;28.9;77;10;270;10;13.8;-86.7;13.7;-86.8
3749;AL312020;13;28.7;77;10;265;11;13.8;-87.8;13.8;-87.8
3750;AL312020;8;28;75;8;270;11;13.7;-89;13.8;-89
3751;AL062021;6;28.4;54;37;290;12;13.9;-58.7;13.8;-58.6
3752;AL062021;2;28.4;53;31;295;14;14.6;-60.1;14.7;-60.1
3753;AL062021;7;28.6;51;28;295;15;15.3;-61.6;15.3;-61.5
3754;AL062021;10;28.6;52;29;295;16;16;-63.1;16;-63.1
3755;AL062021;8;28.8;52;60;295;17;16.7;-64.6;16.6;-64.8
3756;AL062021;10;28.8;51;67;295;16;17.3;-66.1;17.4;-66.1
3757;AL062021;16;29;52;54;285;15;17.7;-67.6;17.7;-67.6
3758;AL062021;21;28.7;54;35;285;15;18;-69;18;-69.1
3759;AL062021;20;28.8;55;25;290;14;18.5;-70.4;18.5;-70.4
3760;AL062021;18;28.9;55;24;300;13;19.2;-71.7;19.2;-71.6
3761;AL062021;24;29.3;58;33;300;14;20;-72.9;19.9;-73
3762;AL062021;19;29.1;59;36;300;14;20.5;-73.9;20.8;-74.1
3763;AL062021;16;29.2;60;42;295;12;20.9;-74.7;21.1;-75
3764;AL062021;17;29.2;62;43;295;7;21.2;-75.5;21.3;-75.1
3765;AL062021;22;29.3;63;51;300;9;21.6;-76.6;21.8;-76.2
3766;AL062021;18;29.7;65;45;295;11;22;-77.7;22.2;-77.7
3767;AL062021;19;30.2;66;56;275;13;22.3;-79;22.1;-79.1
3768;AL062021;19;30.1;66;64;280;12;22.5;-80.2;22.5;-80.2
3769;AL062021;21;29.8;61;77;295;11;22.7;-81.3;23;-81.3
3770;AL062021;19;30.2;63;69;280;11;22.9;-82.5;23;-82.6
3771;AL062021;11;30.3;65;86;290;12;23.3;-83.5;23.5;-84.1
3772;AL062021;14;30.2;64;84;295;8;24.1;-84.1;23.6;-84.1
3773;AL062021;18;30.2;58;79;325;4;25;-84.4;23.9;-84.3
3774;AL062021;16;29.9;61;41;330;9;25.7;-84.7;25.8;-84.7
3775;AL062021;16;29.9;65;43;335;9;26.4;-85.2;26.3;-85.1
3776;AL062021;18;30.2;64;45;325;8;27;-85.8;27.1;-85.7
3777;AL062021;16;30.4;61;44;335;6;27.8;-85.9;27.5;-85.9
3778;AL062021;17;30;65;28;10;9;28.7;-85.7;28.7;-85.7
3779;AL062021;22;29.9;66;28;20;8;29.5;-85.4;29.5;-85.4
3780;AL062021;21;29.9;62;34;10;10;30.6;-85.4;30.6;-85.3
3781;AL062021;26;30.1;59;5;5;11;31.7;-85.4;31.7;-85.2
3782;AL062021;24;30.2;62;5;5;11;32.8;-85.2;32.7;-85
3783;AL062021;25;29.8;62;4;15;11;34;-84.7;33.8;-84.4
3784;AL062021;23;29.6;56;4;20;15;35.9;-83.6;35.8;-83.2
3785;AL062021;26;29.3;55;4;25;19;37.7;-82.3;37.8;-82.3
3786;AL062021;26;28.9;56;4;25;19;39.2;-81.1;38.9;-81.5
3787;AL062021;30;28.8;53;3;30;18;40.4;-79.7;40.4;-79.7
3788;AL062021;31;27;53;2;50;16;41.9;-76.7;41.8;-76.7
3789;AL072021;5;27.1;49;10;280;18;15.2;-48.7;15.2;-48.4
3790;AL072021;3;27.5;48;24;275;20;15.3;-50.8;15.3;-50.8
3791;AL072021;2;27.7;48;31;275;19;15.4;-52.8;15.4;-52.7
3792;AL072021;1;28.1;48;38;275;19;15.7;-54.8;15.6;-54.7
3793;AL072021;6;28.2;50;44;280;21;16.1;-57.2;16;-57
3794;AL072021;4;28.3;58;34;275;25;16.2;-59.5;15.8;-59.9
3795;AL072021;6;28.3;59;24;280;22;16.5;-61.7;16.6;-61.5
3796;AL072021;10;28.2;60;32;280;21;16.7;-63.7;16.7;-63.7
3797;AL072021;12;28.7;63;59;285;15;16.9;-65.4;17;-65.3
3798;AL072021;11;28.9;62;69;275;16;17;-66.7;17;-66.7
3799;AL072021;10;29;59;62;275;14;17.1;-68.1;17.1;-68.1
3800;AL072021;13;28.8;58;45;275;14;17.2;-69.6;17.2;-69.6
3801;AL072021;15;28.7;58;33;280;13;17.5;-70.8;17.6;-70.8
3802;AL072021;7;29.1;58;33;285;11;17.8;-71.7;17.8;-71.8
3803;AL072021;9;29.5;55;39;280;11;17.9;-73.2;18;-73
3804;AL072021;10;29.4;54;40;280;13;18;-74.8;18;-74.7
3805;AL072021;12;29.8;54;48;280;13;18.2;-76.1;18.2;-76.1
3806;AL072021;6;30.3;55;66;280;13;18.3;-77.4;18.4;-77.5
3807;AL072021;10;30.2;55;76;275;12;18.3;-78.6;18.3;-78.6
3808;AL072021;14;30;52;85;280;13;18.7;-80.1;18.7;-80.1
3809;AL072021;15;29.8;51;85;285;13;19.2;-81.5;19.1;-81.4
3810;AL072021;12;29.7;55;84;285;14;19.6;-83;19.6;-83
3811;AL072021;13;30.1;58;85;280;16;19.7;-84.8;19.8;-84.8
3812;AL072021;13;29.7;54;47;280;16;19.9;-86.4;19.9;-86.4
3813;AL072021;11;29.6;55;31;280;16;20.2;-88.1;20.1;-88.1
3814;AL072021;11;29.7;55;17;280;15;20.5;-89.5;20.5;-89.5
3815;AL072021;6;29.9;56;39;285;14;20.8;-91.1;20.8;-91
3816;AL072021;11;30;57;29;270;15;20.7;-92.6;20.7;-92.7
3817;AL072021;16;29.9;58;30;265;13;20.6;-93.8;20.6;-93.7
3818;AL072021;12;30;61;36;265;9;20.6;-94.7;20.6;-94.5
3819;AL072021;16;30.3;61;43;270;9;20.7;-95.8;20.7;-95.7
3820;AL072021;16;29.3;61;21;270;11;20.6;-97.2;20.6;-97.2
3821;AL072021;14;28.4;68;10;250;11;20.2;-98;19.9;-98.3
3822;AL082021;8;28.7;48;25;170;6;33.4;-62.7;33.5;-62.7
3823;AL082021;12;28.9;52;27;185;8;32.5;-62.7;32.6;-62.8
3824;AL082021;8;29.2;52;26;180;9;31.6;-62.7;31.5;-62.7
3825;AL082021;7;29.3;51;26;195;6;31.1;-62.9;31.1;-62.9
3826;AL082021;9;29.3;50;26;205;4;30.8;-63.1;30.8;-63.1
3827;AL082021;10;29.3;50;26;215;4;30.6;-63.3;30.6;-63.5
3828;AL082021;8;28.9;50;23;255;5;30.4;-63.6;30.5;-64
3829;AL082021;8;29;49;23;255;4;30.3;-63.9;30.4;-64.2
3830;AL082021;11;29.1;50;25;255;6;30.2;-64.5;30.2;-64.5
3831;AL082021;13;29.2;49;28;255;5;30.1;-65.3;30.1;-65.3
3832;AL082021;18;29.1;50;33;260;7;30;-66.2;30;-66.1
3833;AL082021;18;29.2;48;35;265;8;29.9;-67.1;29.9;-67.1
3834;AL082021;18;29.3;48;33;265;8;29.7;-68;29.8;-68
3835;AL082021;23;29.5;49;34;255;9;29.5;-69;29.5;-69
3836;AL082021;27;29.1;51;29;265;9;29.5;-70;29.5;-70
3837;AL082021;25;29.2;51;26;270;9;29.6;-71;29.6;-71
3838;AL082021;23;29.2;49;25;275;9;29.7;-72;29.7;-72
3839;AL082021;23;29.1;51;25;290;8;29.9;-72.9;30;-72.8
3840;AL082021;23;29;55;26;280;7;30.1;-73.6;30;-73.6
3841;AL082021;16;28.9;57;27;335;6;30.8;-73.8;30.8;-73.8
3842;AL082021;12;28.9;55;29;0;6;31.6;-73.7;31.6;-73.7
3843;AL082021;11;29;57;31;10;9;32.5;-73.4;32.5;-73.4
3844;AL082021;8;29;58;28;20;11;33.6;-72.7;33.6;-72.7
3845;AL082021;7;28.2;56;25;20;16;35.4;-71.8;35.4;-71.8
3846;AL082021;8;28.4;58;16;20;20;37.6;-70.9;37.6;-70.9
3847;AL082021;12;25.7;58;0;355;18;39.4;-71;39.4;-71
3848;AL082021;13;23.6;61;0;345;14;40.7;-71.3;40.7;-71.3
3849;AL082021;10;22.8;62;0;320;8;41.5;-72;41.5;-71.9
3850;AL082021;8;23.9;63;0;290;7;41.8;-73;41.8;-72.9
3851;AL082021;8;24.7;58;0;265;5;41.6;-74.2;41.4;-74
3852;AL082021;8;24.8;56;0;250;3;41.5;-73.8;41.5;-74.1
3853;AL082021;11;21.9;54;0;85;7;41.9;-71.2;41.6;-71.3
3854;AL092021;8;28.6;66;50;320;14;16.5;-78.9;16.4;-79
3855;AL092021;9;28.8;65;50;330;14;17.4;-79.5;17.7;-79.4
3856;AL092021;10;28.8;67;48;320;10;18.3;-80.2;18;-80.1
3857;AL092021;12;29.1;63;58;320;12;19.4;-80.9;19.5;-80.9
3858;AL092021;10;29.1;64;62;320;12;20.4;-81.7;20.3;-81.7
3859;AL092021;11;29.5;64;71;325;14;21.5;-82.6;21.6;-82.7
3860;AL092021;10;29.8;66;91;320;13;22.6;-83.5;22.5;-83.5
3861;AL092021;11;29.9;63;124;315;13;23.5;-84.7;23.5;-84.7
3862;AL092021;10;29.8;66;108;315;14;24.4;-85.7;24.4;-85.7
3863;AL092021;6;30.1;67;76;320;14;25.6;-86.6;25.6;-86.6
3864;AL092021;6;30.3;67;126;320;14;26.7;-87.6;26.7;-87.5
3865;AL092021;8;30.2;66;116;315;13;27.6;-88.7;27.6;-88.7
3866;AL092021;10;30.2;71;48;320;13;28.5;-89.6;28.5;-89.6
3867;AL092021;9;29.9;70;42;320;10;29.2;-90.4;29.2;-90.3
3868;AL092021;15;30.2;69;15;340;8;29.9;-90.6;29.9;-90.6
3869;AL092021;23;31.1;66;6;345;7;30.6;-90.8;30.6;-90.8
3870;AL092021;18;31;71;6;350;8;31.5;-90.9;31.5;-90.8
3871;AL092021;16;30.6;71;6;15;8;32.2;-90.5;32.2;-90.5
3872;AL102021;17;27.6;55;28;300;6;13.7;-49.8;13.7;-49.8
3873;AL102021;20;27.6;53;23;310;7;14.5;-50;14.5;-50
3874;AL102021;17;27.5;54;19;345;6;15.2;-50;15.2;-50
3875;AL102021;24;27.5;52;17;0;8;16.2;-49.9;16.2;-49.9
3876;AL102021;27;27.5;54;17;5;8;17.3;-50;16.8;-49.8
3877;AL102021;28;27.4;48;27;350;11;18.4;-50.2;18.4;-50.2
3878;AL102021;22;27.5;46;38;355;10;19.2;-50.3;19.3;-50.2
3879;AL102021;24;27.5;48;35;345;9;19.8;-50.5;19.8;-50.6
3880;AL102021;36;27.5;50;23;350;7;20.5;-50.6;20.5;-50.6
3881;AL102021;41;27.4;49;15;355;7;21.3;-50.8;21.2;-50.8
3882;AL102021;35;27.6;51;20;355;9;22.1;-50.9;22.3;-50.9
3883;AL102021;31;27.7;51;22;350;7;22.6;-50.9;22.6;-50.9
3884;AL102021;33;27.7;52;24;0;2;22.8;-50.9;22.8;-50.9
3885;AL102021;30;28.2;50;25;10;4;23.2;-50.9;23.2;-50.7
3886;AL102021;22;28.7;50;25;5;6;23.9;-50.9;24.1;-50.8
3887;AL102021;16;28.8;50;23;350;9;24.6;-51.2;25;-51.1
3888;AL102021;16;28.8;49;22;345;8;25.3;-51.5;25.3;-51.5
3889;AL102021;15;28.5;48;21;340;8;26.6;-52.3;26.1;-51.8
3890;AL112021;14;27.4;39;7;80;7;32.6;-50.1;32.7;-50.1
3891;AL112021;18;27.1;41;5;60;9;33.5;-49.3;33.6;-49.2
3892;AL112021;21;27.2;41;7;45;13;34.5;-47.8;34.5;-47.8
3893;AL112021;31;26.7;39;2;45;17;35.9;-45.7;36;-45.6
3894;AL112021;38;26.4;41;1;55;21;37.1;-42.6;37.3;-42.8
3895;AL122021;7;27.8;83;12;290;14;11.5;-20.6;10.8;-20.2
3896;AL122021;5;27.9;76;14;290;17;11.9;-22.5;11.9;-22.3
3897;AL122021;10;27.9;74;12;280;17;12.2;-24.5;12.2;-23.9
3898;AL122021;8;27.7;76;11;280;20;12.4;-26.5;12.3;-26.7
3899;AL122021;3;27.6;72;8;275;19;12.5;-28.4;12.4;-28.4
3900;AL122021;5;27.5;70;7;275;18;12.7;-30;12.6;-30.1
3901;AL122021;4;27.4;71;5;280;17;13;-31.6;12.9;-31.4
3902;AL122021;2;27;69;6;280;15;13.3;-33.3;13.3;-33.4
3903;AL122021;4;27.1;68;15;280;16;13.6;-35;13.5;-35.1
3904;AL122021;6;26.9;66;14;280;17;13.9;-36.7;13.9;-36.7
3905;AL122021;4;27.1;65;18;285;17;14.1;-38.4;14.4;-38.2
3906;AL122021;4;26.9;68;6;280;16;14.4;-40;14.6;-40
3907;AL122021;7;26.8;68;5;285;15;14.7;-41.4;14.8;-41.5
3908;AL122021;5;26.9;64;11;285;14;15.2;-42.7;15.2;-42.7
3909;AL122021;5;26.9;61;10;295;14;15.8;-44;16;-44
3910;AL122021;3;27.1;59;12;295;14;16.4;-45.3;16.5;-45.2
3911;AL122021;5;27.3;59;23;300;14;17;-46.5;17.1;-46.5
3912;AL122021;6;27.5;55;36;300;12;17.7;-47.5;17.7;-47.5
3913;AL122021;8;27.5;51;32;305;12;18.4;-48.5;18.4;-48.5
3914;AL122021;10;27.6;50;36;310;12;19.2;-49.4;19.1;-49.3
3915;AL122021;11;28.2;47;36;315;12;20;-50.3;20.1;-50.2
3916;AL122021;15;28.9;47;35;315;11;20.7;-51.2;20.7;-51
3917;AL122021;7;29.2;47;42;305;10;21.2;-52;21.3;-52
3918;AL122021;13;28.8;44;41;310;9;21.6;-52.7;21.8;-52.6
3919;AL122021;8;28.7;42;34;300;9;22.1;-53.5;22.2;-53.6
3920;AL122021;13;28.5;42;30;300;8;22.7;-54.2;22.7;-54.2
3921;AL122021;14;28.6;44;37;315;9;23.3;-54.8;23.4;-54.8
3922;AL122021;10;28.8;45;49;315;8;24;-55.4;24;-55.3
3923;AL122021;8;29;46;54;320;9;24.7;-56;24.8;-55.8
3924;AL122021;8;28.9;46;42;325;9;25.4;-56.5;25.4;-56.5
3925;AL122021;6;29;49;38;325;9;26.2;-57.1;26.2;-57.1
3926;AL122021;5;29.2;51;43;325;10;27.2;-57.9;27.1;-57.7
3927;AL122021;8;29.6;53;39;325;12;28.2;-58.9;28.3;-58.8
3928;AL122021;5;29.6;53;33;320;13;29.1;-59.9;29.1;-59.9
3929;AL122021;5;29.4;54;29;320;13;30.1;-60.8;30.2;-60.8
3930;AL122021;7;28.7;57;29;330;13;31.3;-61.5;31.3;-61.5
3931;AL122021;6;28.1;53;21;340;17;32.8;-62.1;33;-62.1
3932;AL122021;5;27.7;50;18;350;17;34.4;-62.3;34.4;-62.3
3933;AL122021;8;27.7;51;19;0;20;36.5;-62.2;36.5;-62.2
3934;AL122021;11;27.8;53;22;15;25;38.9;-61.1;39;-61
3935;AL122021;14;23.2;52;0;20;30;41.9;-59.5;41.9;-59.5
3936;AL122021;16;18.1;55;0;35;33;45.1;-56.6;45;-56.4
3937;AL122021;22;13.7;58;0;25;40;48.8;-53.3;48.8;-53.3
3938;AL122021;34;11.7;65;0;30;42;52.5;-49.7;52.5;-49.5
3939;AL132021;14;28.5;62;22;50;18;28.4;-86.8;28.4;-86.8
3940;AL132021;18;29.1;62;21;50;18;29.5;-85.4;29.5;-85.4
3941;AL132021;25;29.4;58;6;50;17;30.5;-83.9;30.5;-83.9
3942;AL132021;28;28.9;56;25;65;18;31.2;-81.8;31.2;-81.8
3943;AL132021;32;29;53;44;75;20;31.7;-79.4;31.7;-79.4
3944;AL132021;28;29;51;48;75;23;32.1;-76.8;32.2;-76.1
3945;AL142021;14;29.5;82;28;320;6;21;-95.2;19.9;-94.4
3946;AL142021;20;29.9;78;44;330;13;22.4;-95.6;22.3;-95.4
3947;AL142021;18;30.3;74;52;335;15;23.7;-96.1;24;-96
3948;AL142021;22;30.2;67;36;345;14;24.8;-96.5;25.1;-96.5
3949;AL142021;16;29.9;66;32;0;5;25.9;-96.7;25.4;-96.9
3950;AL142021;20;29.9;64;34;10;10;27;-96.6;26.9;-96.5
3951;AL142021;24;29.5;60;35;15;11;28;-96.2;28.1;-96.2
3952;AL142021;25;29;56;43;20;9;28.8;-95.7;28.8;-95.7
3953;AL142021;29;28.3;57;24;20;7;29.3;-95.4;29.4;-95.5
3954;AL142021;32;28.3;56;21;75;6;29.6;-94.9;29.5;-94.9
3955;AL142021;37;28.5;56;10;60;5;29.9;-94.4;29.9;-94.4
3956;AL142021;44;28.7;53;4;60;5;30.2;-93.8;30.1;-94
3957;AL142021;43;28.6;58;3;65;6;30.3;-93.1;30.3;-93
3958;AL142021;37;28.8;58;4;80;6;30.2;-92.4;30.2;-92.5
3959;AL142021;39;29;56;6;90;6;29.9;-91.8;30.1;-91.9
3960;AL152021;26;28;62;72;50;10;36.8;-71.4;36.3;-71.9
3961;AL152021;28;28;59;60;50;12;37.6;-70.1;37.6;-70
3962;AL152021;31;26.3;60;0;55;17;38.3;-68.3;38.6;-67.8
3963;AL152021;31;27.1;59;13;70;16;38.7;-66.2;38.7;-66.1
3964;AL152021;49;22.3;37;0;115;13;43.2;-46.6;43.2;-46.5
3965;AL152021;44;25.1;35;0;130;14;41.8;-45.4;41.6;-45.3
3966;AL152021;41;25.5;36;0;140;17;40.4;-43.8;40.2;-43.3
3967;AL152021;41;25.1;37;0;135;17;39.9;-41.9;39.7;-41.7
3968;AL152021;29;24;41;0;80;14;40.2;-40.1;40.3;-39.6
3969;AL152021;25;23.8;43;0;65;10;41.3;-39.9;41.3;-39.8
3970;AL152021;15;23.5;45;0;355;9;42.4;-40.2;42.2;-39.9
3971;AL152021;13;22.8;42;0;350;10;43.5;-40.8;43.3;-40.4
3972;AL152021;12;22.2;41;0;335;10;44.1;-41.2;44.1;-41.2
3973;AL152021;10;22.3;41;0;325;8;44.2;-41.8;44.2;-41.7
3974;AL152021;12;22.3;39;0;275;4;44.1;-42.4;44.2;-42.4
3975;AL152021;8;22.5;35;0;150;2;43.8;-42;43.9;-42.1
3976;AL152021;17;22;37;0;90;4;44.1;-41.4;44.2;-41.3
3977;AL152021;28;22;40;0;90;4;44.1;-41;44.2;-41.3
3978;AL162021;7;28.3;53;47;300;12;16.4;-52.7;16.1;-52.5
3979;AL162021;11;28.2;52;31;300;13;16.8;-54.4;17;-53.8
3980;AL162021;15;28.4;50;41;295;15;17.3;-55.8;17.4;-55.8
3981;AL162021;19;28.8;52;64;295;16;17.9;-57;18.2;-57.2
3982;AL162021;26;28.9;52;54;295;13;18.4;-58;18.5;-58.1
3983;AL162021;30;29.1;50;47;295;10;18.8;-59;18.9;-58.9
3984;AL162021;24;29;52;42;295;11;19.2;-60.1;19.3;-60.3
3985;AL162021;23;29.1;53;41;295;11;19.5;-61.2;19.8;-61.3
3986;AL162021;26;29.1;51;40;285;9;19.6;-62.3;19.8;-62.1
3987;AL162021;24;29.1;48;46;270;8;19.8;-64;19.8;-64
3988;AL162021;23;29.1;49;54;280;9;20.2;-64.6;20.3;-64.8
3989;AL162021;27;28.9;52;74;310;10;20.6;-65.2;21.2;-65.8
3990;AL162021;29;29;53;76;310;8;21;-65.8;21.2;-65.9
3991;AL162021;30;29.1;53;93;300;7;21.4;-66.4;21.3;-66.8
3992;AL162021;33;29;53;90;330;5;21.7;-66.9;21.6;-66.7
3993;AL172021;12;28.5;61;20;325;10;11.3;-27.8;11.3;-27.9
3994;AL172021;10;28.1;61;16;335;12;12.6;-28.4;12.6;-28.3
3995;AL172021;8;27.9;59;18;330;14;13.8;-29.4;13.8;-29.4
3996;AL172021;7;27.9;56;20;320;15;14.7;-30.6;14.8;-30.6
3997;AL172021;7;27.7;53;11;300;15;15.6;-31.8;15.4;-32.1
3998;AL172021;7;26.8;53;4;310;15;16.7;-32.9;16.7;-33
3999;AL172021;13;27.1;51;6;315;15;17.7;-34.1;17.9;-34
4000;AL172021;17;27;48;5;315;14;18.8;-35.3;18.6;-35.2
4001;AL172021;23;27;51;10;325;17;20;-36.1;20.5;-36.2
4002;AL172021;21;27.1;53;17;325;14;21.1;-36.7;21.2;-36.6
4003;AL172021;23;27.2;50;16;325;13;22.1;-37.3;22.2;-37.4
4004;AL172021;18;27.1;47;18;325;9;22.7;-37.7;22.7;-37.7
4005;AL172021;17;27.1;44;19;325;7;23.1;-38.1;23.1;-38.1
4006;AL172021;18;27.2;40;18;305;6;23.4;-38.8;23.4;-38.8
4007;AL172021;18;27.2;38;19;300;8;23.8;-39.7;23.8;-39.7
4008;AL172021;20;27.5;38;20;295;9;24.2;-40.6;24.2;-40.6
4009;AL172021;21;27.6;39;28;310;9;25;-41.4;24.9;-41.3
4010;AL182021;3;29;67;23;280;12;10.2;-34.4;10.2;-34.4
4011;AL182021;2;28.8;64;28;280;13;10.4;-36;10.4;-35.7
4012;AL182021;3;28.6;62;23;280;14;10.7;-37.6;10.8;-37.4
4013;AL182021;1;28.6;59;15;280;15;10.9;-39;11;-39.1
4014;AL182021;1;28.6;60;15;280;13;11.1;-40.3;11.1;-40.3
4015;AL182021;1;28.8;60;20;280;13;11.4;-41.6;11.4;-41.6
4016;AL182021;3;28.3;56;18;280;13;11.6;-43;11.6;-43.1
4017;AL182021;0;28.6;57;20;280;12;11.9;-44.3;11.9;-44.3
4018;AL182021;1;28.8;57;23;285;12;12.3;-45.4;12.3;-45.4
4019;AL182021;3;28.5;58;21;290;11;12.6;-46.3;12.7;-46.3
4020;AL182021;5;28.4;57;21;290;10;12.8;-47.2;12.8;-47.2
4021;AL182021;3;28.5;57;25;285;9;13.1;-48.1;13.1;-48.1
4022;AL182021;1;28.5;57;30;290;8;13.4;-48.8;13.4;-48.7
4023;AL182021;8;28.5;57;37;295;7;13.6;-49.4;13.7;-49.4
4024;AL182021;8;28.9;54;44;290;7;13.8;-50;13.8;-50
4025;AL182021;6;28.8;54;44;290;6;14.1;-50.3;14;-50.3
4026;AL182021;8;28.6;51;44;315;6;14.5;-50.6;14.5;-50.6
4027;AL182021;11;28.3;50;47;320;6;15;-51.1;15;-51.1
4028;AL182021;8;28.4;48;55;310;7;15.4;-51.7;15.4;-51.7
4029;AL182021;4;28.6;48;53;310;8;15.9;-52.3;16;-52.4
4030;AL182021;6;28.5;47;44;315;8;16.5;-52.9;16.5;-52.9
4031;AL182021;8;28.2;47;34;310;8;16.9;-53.5;17;-53.6
4032;AL182021;7;28.2;46;32;305;7;17.3;-54.1;17.3;-54
4033;AL182021;6;28.4;46;35;305;8;17.7;-54.7;17.7;-54.7
4034;AL182021;5;28.5;47;43;305;7;18.1;-55.3;18.1;-55.3
4035;AL182021;9;28.5;45;53;305;8;18.6;-55.9;18.6;-55.9
4036;AL182021;8;28.7;46;60;310;8;19.1;-56.6;19.1;-56.6
4037;AL182021;2;28.9;46;64;310;8;19.7;-57.3;19.8;-57.3
4038;AL182021;3;29;49;71;310;9;20.3;-58;20.3;-58
4039;AL182021;11;28.8;48;68;315;10;21;-58.8;21;-58.8
4040;AL182021;10;28.9;48;47;320;11;22;-59.6;22.1;-59.5
4041;AL182021;10;28.9;53;47;320;12;23;-60.4;23;-60.4
4042;AL182021;8;29.5;61;49;330;13;24.3;-61;24.3;-61
4043;AL182021;11;29;58;29;340;15;25.8;-61.6;25.8;-61.6
4044;AL182021;12;28.4;59;17;355;18;27.4;-61.9;27.6;-61.7
4045;AL182021;15;28;56;14;355;17;29.2;-61.9;29.2;-61.9
4046;AL182021;19;27.6;50;10;10;16;30.8;-61.5;30.7;-61.5
4047;AL182021;18;26.7;48;2;15;15;32.1;-61;32.1;-61
4048;AL182021;17;26.6;46;2;25;15;33.4;-60.1;33.3;-59.8
4049;AL182021;16;26.1;44;0;30;16;34.7;-59.1;34.8;-58.7
4050;AL182021;12;26.3;44;1;35;16;35.8;-57.9;35.9;-57.7
4051;AL182021;8;26.3;48;1;45;15;36.7;-56.6;36.8;-56.6
4052;AL182021;5;26.3;49;2;50;12;37.3;-55.4;37.3;-55.4
4053;AL182021;5;25.6;49;0;55;13;38;-53.9;38;-53.8
4054;AL182021;5;25.6;48;0;60;13;38.7;-52.2;38.7;-52.2
4055;AL182021;10;24.7;49;0;55;21;39.9;-49.9;39.9;-49.9
4056;AL182021;17;22.8;51;0;55;26;41.4;-47.1;41.4;-47.1
4057;AL182021;13;22.6;51;0;45;33;43.8;-43.6;43.8;-43.6
4058;AL182021;25;19.2;56;0;45;31;46.5;-40.5;46.3;-40.7
4059;AL182021;38;14.2;58;0;20;36;49.4;-39.7;50;-39.3
4060;AL192021;23;27.2;48;9;330;15;33.6;-64.1;34.1;-64.1
4061;AL192021;28;27.3;51;13;300;13;34.1;-65;34.2;-65
4062;AL192021;29;27.2;53;12;285;6;34.3;-65.5;34.4;-65.5
4063;AL192021;24;27.1;54;10;0;0;34.3;-65.2;34.3;-65.2
4064;AL192021;24;27.1;53;10;90;4;34.3;-64.5;34.3;-64.6
4065;AL202021;2;28.7;67;22;290;11;8.1;-25.1;8.1;-25.1
4066;AL202021;2;28.7;66;21;275;11;8.3;-26;8.2;-26.2
